east,north,au
624100,598086,0
624056,598112,0
624011,598138,0
623967,598164,0
623922,598190,0
623879,598217,0
623830,598244,0
623789,598270,0
623743,598295,0
623695,598322,0
623652,598351,0
623606,598374,15
624466,597872,20
624510,597847,2
624556,597820,0
624602,597795,15
624648,597768,8
624693,597740,27
624741,597715,2
624783,597691,3
624827,597663,30
624872,597637,10
624920,597610,16
624966,597582,34
625008,597554,36
625054,597533,56
625109,597505,19
625145,597479,17
625194,597448,14
625237,597425,43
625281,597401,9
625327,597373,18
625374,597350,35
625421,597322,4
625464,597293,19
625511,597265,0
625554,597243,0
625599,597212,0
625650,597188,0
625690,597162,0
625735,597133,0
625782,597110,0
625827,597082,2
625871,597058,5
625915,597030,5
625965,597000,9
626010,596975,3
626055,596951,9
626101,596922,0
626142,596899,10
626187,596871,5
626233,596844,5
626282,596818,0
626325,596795,0
621729,601410,90
621774,601383,828
621819,601357,8
621865,601331,6
621910,601304,5
621955,601278,9
622001,601251,193
622046,601225,22
622091,601199,27
622137,601172,10
622182,601146,10
622227,601119,15
622273,601093,11
622318,601067,1
622363,601040,4
622409,601014,9
622454,600987,5
622499,600961,1
622545,600935,0
622590,600908,0
622635,600882,0
621654,600968,7
621699,600938,73
621741,600914,59
621790,600887,70
621835,600862,14
621882,600835,13
621924,600811,5
621973,600782,5
622016,600757,10
622064,600731,5
622110,600703,0
622152,600677,0
622196,600652,0
622243,600625,0
622287,600599,1
622334,600572,3
622379,600546,3
622424,600517,11
622471,600492,0
622515,600466,0
622561,600439,0
622060,600002,85
622020,600027,78
621973,600054,63
621926,600081,0
621883,600107,0
621836,600133,6
621793,600158,3
621743,600187,38
621700,600212,46
617461.8,596134.46,13
617506.05,596111.19,5
617638.82,596041.38,5
617683.07,596018.11,0
628877.87,613225.09,24
628833.61,613248.36,63
628789.36,613271.63,52
628656.59,613341.44,43
628612.34,613364.71,58
628568.08,613387.98,56
628346.81,613504.34,52
628302.56,613527.61,52
628258.3,613550.88,47
628214.05,613574.15,66
628256.17,613009.68,52
628300.43,612986.41,74
628344.68,612963.14,56
628477.45,612893.33,27
628521.7,612870.06,59
628565.96,612846.78,33
628610.21,612823.51,63
628654.47,612800.24,75
628964.25,612637.35,39
629008.5,612614.08,38
629052.76,612590.8,31
629097.01,612567.53,40
629141.27,612544.26,54
629185.52,612520.99,69
629229.78,612497.72,76
628787.23,612730.43,43
629501.68,613981.69,54
629457.43,614004.96,86
629413.18,614028.23,72
629368.92,614051.5,70
629324.67,614074.77,41
629280.41,614098.05,60
629545.94,613958.42,57
629590.19,613935.15,34
629678.7,613888.61,48
629722.96,613865.34,59
629767.21,613842.07,65
630032.74,613702.44,69
630121.25,613655.9,44
630165.5,613632.63,64
629236.16,614121.32,20
629191.9,614144.59,42
629634.45,613911.88,28
629811.47,613818.8,25
629855.72,613795.52,54
630076.99,613679.17,15
621065.57,599120.31,86
621109.82,599097.03,42
621198.33,599050.49,1215
621242.58,599027.22,120
621286.84,599003.95,67
621331.09,598980.68,59
621375.35,598957.41,21
621419.6,598934.14,31
621463.86,598910.87,18
621508.11,598887.6,93
621552.37,598864.33,61
621596.62,598841.06,54
621640.87,598817.78,36
621685.13,598794.51,82
621729.38,598771.24,44
621773.64,598747.97,46
621817.89,598724.7,270
621862.15,598701.43,50
621906.4,598678.16,27
621950.66,598654.89,36
621994.91,598631.62,103
622039.17,598608.35,56
622083.42,598585.08,53
622216.18,598515.26,58
622304.69,598468.72,33
622348.95,598445.45,71
622437.46,598398.91,49
622481.71,598375.64,55
622525.97,598352.37,53
622570.22,598329.1,44
622614.48,598305.83,53
622835.75,598189.47,48
622880,598166.2,53
622924.26,598142.93,90
622968.51,598119.66,73
623012.77,598096.39,88
623057.02,598073.12,58
623101.28,598049.85,96
623145.53,598026.58,65
623189.78,598003.3,71
623278.29,597956.76,103
623322.55,597933.49,47
623366.8,597910.22,66
623411.06,597886.95,89
623455.31,597863.68,56
623543.82,597817.14,114
623588.08,597793.87,65
623676.59,597747.33,75
623720.84,597724.05,86
623986.37,597584.43,66
624030.62,597561.16,65
624074.88,597537.89,73
624119.13,597514.62,68
624163.39,597491.35,154
624207.64,597468.08,75
624251.89,597444.8,69
624296.15,597421.53,81
624340.4,597398.26,73
624384.66,597374.99,26
624428.91,597351.72,86
624473.17,597328.45,94
624517.42,597305.18,57
624605.93,597258.64,83
623765.09,597700.78,82
623632.33,597770.6,81
622260.44,598491.99,52
622393.2,598422.18,46
622747.24,598236.01,95
623499.57,597840.41,73
621550.24,598323.13,90
621505.98,598346.4,91
621417.47,598392.94,24
621373.22,598416.21,37
621328.97,598439.48,23
621284.71,598462.75,65
621240.46,598486.02,50
621196.2,598509.29,37
621151.95,598532.57,32
621107.69,598555.84,63
621019.18,598602.38,77
620974.93,598625.65,74
620930.67,598648.92,85
620886.42,598672.19,82
620842.16,598695.46,34
621594.49,598299.86,25
621638.75,598276.59,48
621683,598253.32,42
621727.26,598230.04,129
621771.51,598206.77,58
621815.77,598183.5,73
621860.02,598160.23,57
621904.27,598136.96,39
621948.53,598113.69,77
621992.78,598090.42,48
622037.04,598067.15,112
622081.29,598043.88,76
622125.55,598020.61,35
622169.8,597997.34,72
622214.06,597974.07,76
622258.31,597950.79,114
622302.57,597927.52,124
622346.82,597904.25,84
622391.08,597880.98,107
622435.33,597857.71,34
622479.58,597834.44,14
622833.62,597648.27,24
622877.88,597625,93
622922.13,597601.73,28
623010.64,597555.19,72
623054.89,597531.92,27
621503.86,597805.2,15
621459.6,597828.47,43
621415.35,597851.74,39
621371.09,597875.01,68
621326.84,597898.28,87
621282.58,597921.55,81
621238.33,597944.83,75
621194.07,597968.1,46
621149.82,597991.37,34
621105.57,598014.64,168
621680.87,597712.12,105
621725.13,597688.85,152
621769.38,597665.58,74
621813.64,597642.3,41
621857.89,597619.03,56
621902.15,597595.76,64
621946.4,597572.49,62
621990.66,597549.22,60
622034.91,597525.95,45
622079.17,597502.68,28
620972.8,598084.45,31
620928.55,598107.72,86
620795.78,598177.53,45
620751.53,598200.8,51
620707.27,598224.08,40
620663.02,598247.35,17
620618.76,598270.62,57
620574.51,598293.89,58
622477.46,597293.24,55
622521.71,597269.97,47
622565.97,597246.7,68
622610.22,597223.43,50
622654.48,597200.16,36
622698.73,597176.89,60
622742.98,597153.62,25
622787.24,597130.35,64
622831.49,597107.08,40
622920,597060.53,52
622964.26,597037.26,46
623008.51,597013.99,57
623141.28,596944.18,34
623185.53,596920.91,37
623229.79,596897.64,48
623274.04,596874.37,36
623318.29,596851.1,33
623362.55,596827.83,23
623406.8,596804.55,30
623451.06,596781.28,24
623495.31,596758.01,27
623539.57,596734.74,42
623583.82,596711.47,35
623672.33,596664.93,43
623805.09,596595.12,38
623893.6,596548.58,19
623937.86,596525.3,0
623537.44,596193.54,89
623581.69,596170.27,96
623625.95,596147,98
623670.2,596123.73,90
623714.46,596100.46,92
621588.11,596676.26,124
621543.86,596699.53,170
621499.6,596722.8,113
621455.35,596746.07,68
621411.09,596769.35,295
621366.84,596792.62,97
621322.58,596815.89,77
621278.33,596839.16,300
621234.07,596862.43,121
621189.82,596885.7,92
621145.57,596908.97,102
621101.31,596932.24,128
622207.68,596350.47,137
622251.93,596327.2,158
622296.18,596303.93,100
622340.44,596280.66,71
622384.69,596257.39,64
622827.24,596024.68,140
622871.49,596001.41,56
622915.75,595978.14,80
622960,595954.87,91
623004.26,595931.6,58
623048.51,595908.32,80
623092.77,595885.05,58
623758.71,596077.19,51
623802.97,596053.92,49
623847.22,596030.65,119
623891.48,596007.38,55
623935.73,595984.11,42
623979.99,595960.84,86
624068.5,595914.29,127
624112.75,595891.02,81
624157,595867.75,88
624201.26,595844.48,100
624245.51,595821.21,71
624289.77,595797.94,102
623137.02,595861.78,80
623181.28,595838.51,80
623314.04,595768.7,132
623358.29,595745.43,79
623402.55,595722.16,70
623446.8,595698.89,70
623491.06,595675.62,150
623535.31,595652.35,87
623977.86,595419.64,85
624066.37,595373.1,73
621057.06,596955.51,87
620968.55,597002.05,80
620924.29,597025.33,69
620880.04,597048.6,60
620835.78,597071.87,58
620791.53,597095.14,158
620747.27,597118.41,133
620703.02,597141.68,80
620570.26,597211.49,75
620526,597234.76,79
620481.75,597258.03,73
620437.49,597281.3,130
624203.39,596385.68,25
624247.64,596362.41,60
624291.9,596339.14,22
624336.15,596315.87,28
624380.4,596292.6,32
624424.66,596269.33,74
621545.98,597240.73,58
621501.73,597264,38
621457.47,597287.27,38
621413.22,597310.54,44
621368.97,597333.81,30
621324.71,597357.09,26
621280.46,597380.36,45
621236.2,597403.63,36
621191.95,597426.9,29
621103.44,597473.44,50
621059.18,597496.71,54
621014.93,597519.98,42
620793.66,597636.34,35
620616.64,597729.42,23
620439.62,597822.5,52
620395.36,597845.77,44
620351.11,597869.04,38
621723,597147.65,40
621767.26,597124.38,35
621811.51,597101.11,44
621855.77,597077.84,25
621900.02,597054.56,32
621944.28,597031.29,36
622077.04,596961.48,21
622121.29,596938.21,31
622342.57,596821.86,18
622386.82,596798.59,33
622431.08,596775.31,54
622475.33,596752.04,46
622519.58,596728.77,50
622563.84,596705.5,32
622608.09,596682.23,38
622652.35,596658.96,29
622829.37,596565.88,18
622873.62,596542.61,30
622917.88,596519.34,28
622962.13,596496.06,31
623006.39,596472.79,184
623050.64,596449.52,184
623094.89,596426.25,48
623139.15,596402.98,68
623183.4,596379.71,66
623227.66,596356.44,70
623271.91,596333.17,157
623360.42,596286.63,79
623448.93,596240.09,50
623493.19,596216.81,73
620393.24,597304.58,46
620348.98,597327.85,45
620304.73,597351.12,34
620260.47,597374.39,24
620216.22,597397.66,68
620171.96,597420.93,26
620127.71,597444.2,32
620083.46,597467.47,20
620039.2,597490.74,39
620877.91,596507.4,38
620922.17,596484.13,37
620966.42,596460.86,24
621010.67,596437.59,26
621054.93,596414.31,21
621099.18,596391.04,57
621143.44,596367.77,41
621187.69,596344.5,21
621231.95,596321.23,46
621276.2,596297.96,35
621320.46,596274.69,39
621408.97,596228.15,23
621453.22,596204.88,62
621541.73,596158.34,40
621585.98,596135.06,43
620656.64,596623.75,40
620612.38,596647.02,58
620568.13,596670.29,51
620523.87,596693.56,40
620479.62,596716.84,47
620435.37,596740.11,63
620391.11,596763.38,66
620346.86,596786.65,65
620302.6,596809.92,71
619904.31,597019.36,53
619860.06,597042.63,76
619240.49,597368.42,76
619196.24,597391.69,108
619107.73,597438.23,70
619063.47,597461.5,37
618974.96,597508.04,43
618930.71,597531.31,23
618886.45,597554.59,39
618842.2,597577.86,77
618797.95,597601.13,50
618753.69,597624.4,43
618709.44,597647.67,53
618665.18,597670.94,44
618620.93,597694.21,40
618576.67,597717.48,138
618532.42,597740.75,334
621630.24,596111.79,63
621674.49,596088.52,153
621718.75,596065.25,130
621763,596041.98,76
621807.26,596018.71,67
621851.51,595995.44,56
621895.77,595972.17,137
621940.02,595948.9,39
621984.28,595925.63,93
622028.53,595902.36,49
622205.55,595809.27,70
622249.8,595786,150
622294.06,595762.73,149
620344.73,596245.45,151
620300.47,596268.72,61
620256.22,596291.99,79
620211.97,596315.26,60
620167.71,596338.53,62
620123.46,596361.8,78
620079.2,596385.07,92
620034.95,596408.35,57
619990.69,596431.62,202
619946.44,596454.89,100
619902.18,596478.16,45
619857.93,596501.43,106
619769.42,596547.97,105
619725.16,596571.24,37
619680.91,596594.51,266
619636.66,596617.78,56
619592.4,596641.05,358
619459.64,596710.87,40
619415.38,596734.14,161
619371.13,596757.41,149
619326.87,596780.68,75
619282.62,596803.95,270
619238.36,596827.22,76
619194.11,596850.49,54
619105.6,596897.03,118
619061.35,596920.3,54
619017.09,596943.57,96
618972.84,596966.85,114
618928.58,596990.12,299
622338.31,595739.46,44
622515.33,595646.38,129
622559.59,595623.11,136
622603.84,595599.83,79
622648.09,595576.56,128
622825.11,595483.48,101
622869.37,595460.21,78
622913.62,595436.94,70
622957.88,595413.67,37
623090.64,595343.86,95
623134.89,595320.58,21
623179.15,595297.31,68
618488.16,597764.02,118
618443.91,597787.29,431
618399.65,597810.56,89
618355.4,597833.84,76
618311.15,597857.11,53
618266.89,597880.38,59
618222.64,597903.65,48
618045.62,597996.73,35
618001.36,598020,123
623223.4,595274.04,34
623267.66,595250.77,42
623311.91,595227.5,38
623356.17,595204.23,50
623400.42,595180.96,59
623444.68,595157.69,29
623488.93,595134.42,58
623533.19,595111.15,39
623577.44,595087.88,33
623621.69,595064.61,28
618884.33,597013.39,60
618840.07,597036.66,50
618795.82,597059.93,49
618751.56,597083.2,42
618707.31,597106.47,54
618663.05,597129.74,55
618618.8,597153.01,23
618574.55,597176.28,24
618530.29,597199.55,38
618486.04,597222.82,25
618441.78,597246.1,50
618397.53,597269.37,44
618353.27,597292.64,69
618309.02,597315.91,37
623665.95,595041.33,39
623710.2,595018.06,68
623754.46,594994.79,40
623798.71,594971.52,52
623842.97,594948.25,67
623887.22,594924.98,35
623931.48,594901.71,47
618264.76,597339.18,435
618220.51,597362.45,254
618176.25,597385.72,118
618132,597408.99,68
618087.75,597432.26,33
618043.49,597455.53,56
617999.24,597478.8,55
617954.98,597502.07,50
617910.73,597525.35,28
617866.47,597548.62,58
617822.22,597571.89,65
617777.96,597595.16,54
617733.71,597618.43,52
617689.45,597641.7,28
620433.24,596198.91,43
620477.49,596175.64,46
620521.75,596152.37,24
620566,596129.1,53
620610.26,596105.82,58
620654.51,596082.55,34
620698.77,596059.28,32
620743.02,596036.01,19
620787.27,596012.74,29
620831.53,595989.47,40
620875.78,595966.2,33
620920.04,595942.93,28
620964.29,595919.66,25
621008.55,595896.39,27
621052.8,595873.12,46
621097.06,595849.85,52
621141.31,595826.57,50
621185.57,595803.3,28
621229.82,595780.03,23
621274.08,595756.76,32
621318.33,595733.49,28
621406.84,595686.95,34
621937.89,595407.7,54
621982.15,595384.43,130
622026.4,595361.16,83
622070.66,595337.89,89
622114.91,595314.62,36
622159.17,595291.35,104
622203.42,595268.07,87
622380.44,595174.99,118
622424.69,595151.72,89
622468.95,595128.45,250
622513.2,595105.18,64
622557.46,595081.91,51
622601.71,595058.64,52
622645.97,595035.37,39
622778.73,594965.55,43
622822.99,594942.28,38
622867.24,594919.01,41
622911.49,594895.74,63
622955.75,594872.47,66
623000,594849.2,40
623044.26,594825.93,45
623088.51,594802.66,72
623177.02,594756.12,85
623221.28,594732.84,87
623265.53,594709.57,80
623309.79,594686.3,82
623354.04,594663.03,78
623398.29,594639.76,65
623442.55,594616.49,59
623086.39,594261.46,66
623042.13,594284.73,1299
622997.88,594308,49
622953.62,594331.27,50
622909.37,594354.54,86
622732.35,594447.63,188
622688.09,594470.9,58
622599.59,594517.44,62
622555.33,594540.71,69
622511.08,594563.98,95
621451.09,595663.68,93
621495.35,595640.41,152
621583.86,595593.87,97
621628.11,595570.6,68
621672.37,595547.32,53
621716.62,595524.05,77
621760.88,595500.78,107
621805.13,595477.51,38
621849.38,595454.24,52
621893.64,595430.97,30
620209.84,595774.06,50
620254.09,595750.79,47
620298.35,595727.52,50
620342.6,595704.25,64
620386.86,595680.98,68
620431.11,595657.71,76
620740.89,595494.81,66
620785.15,595471.54,60
620829.4,595448.27,50
620873.66,595425,49
621006.42,595355.19,60
621050.67,595331.92,70
621094.93,595308.65,60
619944.31,595913.69,312
619811.55,595983.5,76
619767.29,596006.77,102
619723.04,596030.04,153
619678.78,596053.31,54
619634.53,596076.58,43
619590.27,596099.86,66
619546.02,596123.13,231
619501.76,596146.4,60
619457.51,596169.67,186
619413.26,596192.94,50
619369,596216.21,78
619324.75,596239.48,94
619280.49,596262.75,81
619236.24,596286.02,47
619191.98,596309.29,61
619147.73,596332.56,116
619103.47,596355.83,129
619059.22,596379.11,98
619014.96,596402.38,123
618970.71,596425.65,227
618926.46,596448.92,100
618882.2,596472.19,137
618837.95,596495.46,120
618793.69,596518.73,154
618749.44,596542,209
618705.18,596565.27,74
618660.93,596588.54,66
618616.67,596611.81,48
618528.16,596658.36,61
618483.91,596681.63,41
618439.65,596704.9,79
618395.4,596728.17,60
618351.15,596751.44,50
618306.89,596774.71,48
618262.64,596797.98,43
618218.38,596821.25,46
618174.13,596844.52,60
618129.87,596867.79,49
618085.62,596891.06,48
618041.36,596914.34,1399
617997.11,596937.61,87
617952.85,596960.88,58
617908.6,596984.15,53
617864.35,597007.42,80
617820.09,597030.69,58
617775.84,597053.96,57
617731.58,597077.23,100
617687.33,597100.5,60
617643.07,597123.77,50
617598.82,597147.04,80
617554.56,597170.31,42
617510.31,597193.59,56
617466.05,597216.86,60
621139.18,595285.38,44
621183.44,595262.11,39
621227.69,595238.83,45
621271.95,595215.56,51
621316.2,595192.29,48
621360.46,595169.02,60
621404.71,595145.75,50
621448.97,595122.48,49
621493.22,595099.21,43
621537.48,595075.94,59
621581.73,595052.67,74
621625.98,595029.4,63
621670.24,595006.13,52
621714.49,594982.86,50
621758.75,594959.58,59
621803,594936.31,50
621847.26,594913.04,48
621891.51,594889.77,30
621935.77,594866.5,36
621980.02,594843.23,48
622024.28,594819.96,40
622068.53,594796.69,40
622112.78,594773.42,49
622157.04,594750.15,40
622201.29,594726.88,56
622245.55,594703.61,58
622289.8,594680.33,47
622334.06,594657.06,69
619543.89,595581.93,123
